,Total,Data loading,Forward,Backward activation,Backward weight,Clip/reduce,Add noise,Update,Peak memory usage
resnet18_32x32_512_elegant_no,127.52060744227195,1.0484213731726821,7.877741541181292,17.730905085193868,65.2932913060091,34.69007348041145,0.411419792747011,0.1249872908300283,1527638016
resnet18_32x32_512_elegant_int8,128.1392039084921,1.0384515840180066,7.752858862584951,16.954492549506984,66.88933825979427,34.66281933687171,0.409318811431223,0.11883219894097775,1396422656
resnet18_224x224_256_elegant_no,430.03128742685124,14.456607857528997,60.971126264455364,114.94236089745347,179.35398315896794,59.138908113752095,0.398469268059244,0.14265459410998285,10227235328
resnet18_224x224_256_elegant_int8,759.964546378778,14.600094483823192,61.25976114856954,115.32063386878188,509.16279660439005,58.428720376929455,0.3989840493518479,0.1590543863724689,9796147200
resnet50_32x32_256_elegant_no,200.46216614392338,0.7316141712422274,21.075290076586665,33.63149506705148,101.43875310858901,42.083503275501485,0.7426118333728946,0.11894410970259686,1495632896
resnet50_32x32_256_elegant_int8,202.79949295277498,0.7305242577377631,18.84854813011325,32.92478347311214,107.37432289123535,41.51337598294628,0.7234255841800145,0.1110738637496014,1188429824
resnet50_224x224_128_elegant_no,628.0001961455054,7.536953809309979,114.3228934735668,164.4992074187921,257.3936582682084,82.54289636806566,0.7536043956571695,0.19916952872762875,14406822400
resnet50_224x224_128_elegant_int8,849.5868493099601,7.821654786868971,114.277932108665,167.395645258378,474.6654513028203,83.6784610748291,0.7488379034460807,0.2123531030148876,12853117952
resnet152_32x32_128_elegant_no,377.17397115668473,0.6633583380251514,55.26366282482537,68.10534730249522,187.88601713764425,61.56233441099829,1.6664070292394988,0.23465497153145926,2430108672
resnet152_32x32_128_elegant_int8,425.3770867172553,0.7399174631858358,58.117618366163605,70.64523745556266,226.17045114478287,66.10078856409812,1.6690871253305553,0.2795944408494599,2105638400
resnet152_224x224_64_elegant_no,835.545656632404,4.122145321904396,145.19716282280123,202.02038969312395,356.6496315197069,123.51248390820561,1.7078990352397063,0.36211889617297116,16397031424
resnet152_224x224_64_elegant_int8,1015.0894680801703,4.127500008563606,144.53995957666513,202.5129357162787,534.3726967792122,125.86931867015605,1.7175193599292211,0.3411112999429508,15092570624
bert-base_32x32_32_elegant_no,145.52698816571916,0.5651493461764588,25.209314969121195,28.601235272933025,53.010105210907604,34.567031218081105,2.526139714279953,0.4714021877366669,2275436032
bert-base_32x32_32_elegant_int8,160.03962682217968,0.6843294416155133,27.59945635892907,29.35347994979547,62.818754546496336,35.89530168260847,2.5669724114087162,0.5030948288586675,1836134400
bert-base_64x64_32_elegant_no,203.48060617641528,0.7800593668100785,39.24115823239696,43.52879524230957,66.9747566106368,49.17170277420355,2.598317272809087,0.5356535619618942,2883634688
bert-base_64x64_32_elegant_int8,206.14979705032036,0.6890467235020229,39.187404574180135,43.60581417472995,68.82765433253074,50.01691536027558,2.6233523767821643,0.5243749034648039,2010746880
bert-base_128x128_32_elegant_no,302.75764027420354,0.6417109041797872,68.10257142903853,77.4165002667174,89.74087563339545,63.156325846302266,2.533100407950732,0.5028515445942782,4104226304
bert-base_128x128_32_elegant_int8,290.8403459860354,0.7051959329721879,68.45801460499666,77.34102862221854,77.06356431999986,63.55346794517673,2.549014918658198,0.5186406933531469,3786352128
bert-base_256x256_32_elegant_no,515.1087970149761,0.7264176193548708,146.88507634766248,158.3207675388881,141.37845175606864,64.00808519246627,2.5315538182550545,0.5399110365887078,8502728192
bert-base_256x256_32_elegant_int8,486.3425979808885,0.8079446091943857,146.97475579320167,158.65916378644047,111.03187358622648,64.92358877220933,2.607894486310531,0.5940758452123526,8408311296
bert-base_512x512_32_elegant_no,1002.0292851389671,0.8678144338179608,323.5623009350835,358.6459427463765,250.0036882672991,64.94688508948501,2.5888067386588274,0.581775392804827,22207845888
bert-base_512x512_32_elegant_int8,933.4622937805799,0.7721574939027125,321.5531305390961,357.4731909498876,183.82153542187748,65.96190777603461,2.5788646328205966,0.5884608443902464,21729093120
bert-large_32x32_16_elegant_no,281.971026440056,0.6918931493953783,52.72277763911656,57.231173223378704,103.20076856807786,58.73030111741046,7.56911546356824,0.7048820962711256,6051397120
bert-large_32x32_16_elegant_int8,293.68431957400577,0.6709609712873187,52.61727255217883,55.38146836417062,116.82223349201436,58.80063551299426,7.589580891083698,0.6817165686159717,5469813248
bert-large_64x64_16_elegant_no,364.57775077041316,0.751860287724709,71.14455407979537,79.85346171320701,121.73423008042938,81.92905642061817,7.301608435961665,0.7292105227100606,6860910080
bert-large_64x64_16_elegant_int8,355.5033961120917,0.6581812488789461,69.43297386169434,78.39705749433868,117.36986156385773,80.36891032238395,7.499072765817448,0.6785782016053492,5699221504
bert-large_128x128_16_elegant_no,545.5552874779214,0.7762203411180146,127.2267687077425,137.5421480256684,164.05557686941964,106.40570774856879,7.637144497462681,0.8023685338545818,8479936000
bert-large_128x128_16_elegant_int8,509.6434768365354,0.773264437305684,127.58472014446647,136.93166752250826,128.16736088966837,106.81395229028196,7.646466663905552,0.719722436398876,6156425216
bert-large_256x256_16_elegant_no,883.8149917368986,0.7759624597977619,250.3906366776447,262.9527875355312,253.92951268565898,106.43216137010224,7.464272465024676,0.7547772660547373,11908892672
bert-large_256x256_16_elegant_int8,795.6986305664997,0.7050499624135543,246.8801736831665,262.48922883247843,170.66224697657995,105.69679696219308,7.512265005890204,0.6952602036145269,11846047744
bert-large_512x512_8_elegant_no,877.322997365679,0.5741508639588648,279.95785888360473,294.28096936673535,238.82703094093168,55.17432535911093,7.0926831060526325,0.6017247024847536,15628484608
bert-large_512x512_8_elegant_int8,786.2817365296033,0.5918181672388193,271.5816984371263,294.7420246747075,154.52611428864148,55.90483908750573,7.451725988971944,0.6182437040367905,15469015040
gnmt_32x32_16_elegant_no,203.74998267816036,0.5014696899725466,65.21372405850157,58.434992420430085,32.3533130567901,40.05063358618288,5.901572592404424,1.0653807192432636,4629930496
gnmt_32x32_16_elegant_int8,221.21201242719377,0.5439738838040099,66.67949958723419,72.41893057920495,35.11995693128936,39.14053922769975,5.9664088220012435,1.080311074548838,4352398336
gnmt_64x64_16_elegant_no,348.4210676076461,0.5376387615593112,123.00553857063761,115.28224361186125,46.54956091666708,55.935727197296764,5.797803212185295,1.0712463028576908,5204771840
gnmt_64x64_16_elegant_int8,338.4726874682368,0.5523452953416474,124.86196537407078,111.11042694169647,40.88266170268156,53.88973854999153,5.869419929932575,1.0739637880909199,4550161920
gnmt_128x128_16_elegant_no,660.4413791578643,0.5781382930522062,231.12576105156722,273.4489611216954,75.41541934499935,72.58876557252844,5.940195784276845,1.0890595766962792,6751574016
