,Total,Data loading,Forward,Backward activation,Backward weight,Clip/reduce,Add noise,Update,Peak memory usage
resnet18_32x32_512_naive_no,195.9695426785216,1.189343783320213,12.511491775512695,27.212140511493292,87.29619639260429,58.141489418185486,7.573419687699299,1.8139128782311265,24226549760
resnet18_32x32_512_reweight_no,244.27402749353524,1.1772890480197207,12.212726534629354,27.010345945552903,86.17823464529855,74.13300446101597,7.894705752937162,1.8287848453132474,5182373888
resnet18_32x32_512_elegant_no,218.22448166049256,1.1998512306991889,11.995940792317294,27.010032108851842,121.35293721179573,53.22040119949652,1.3052086772359148,1.7241142234023736,1203379712
resnet50_32x32_256_naive_no,314.6149917524688,0.893142758583536,28.691342898777553,47.42451103366151,144.88986316992313,67.80370887444944,20.09786148460544,4.249667634769362,26574153728
resnet50_32x32_256_reweight_no,395.4431743037944,0.9211374788868184,28.215607818292114,46.658817602663625,143.98310622390434,104.7764116404008,20.072207158925583,4.647612571716309,3086994432
resnet50_32x32_256_elegant_no,266.9099642305958,0.8640337963493503,28.133161213933207,47.47805790025361,130.25261273676034,52.53740117987808,2.6879536594663347,4.157509122576032,1593123840
resnet152_32x32_128_naive_no,658.725414957319,0.756086135397152,80.30874631842788,81.28645225447052,333.81141448507503,90.67679911243673,58.0494330853832,12.294830108175473,31559328768
resnet152_32x32_128_reweight_no,839.8145534554307,0.7930483136858258,80.4868644597579,80.2704363453145,333.711609548452,198.40023225667525,53.974110253003175,11.930927938344528,2170256896
resnet152_32x32_128_elegant_no,459.3623462988406,0.7368691113530373,80.51894392286029,81.405977813565,207.738982317399,66.9932082818479,6.882262248773964,13.273387539143465,2100412928
bert-base_32x32_32_naive_no,301.58842096523364,0.6548896127817582,29.52072571734993,28.443098068237305,62.91899145865927,150.69428512028284,23.49764230299969,5.3020618399795225,15421094912
bert-base_32x32_32_reweight_no,254.69637160398523,0.7450507611644511,29.999236671292053,28.498265208030233,64.59745338984898,73.04263114929199,23.426968224194585,5.0530020071535695,3831570944
bert-base_32x32_32_elegant_no,150.9252762307926,0.5756932861950933,28.971316863079462,28.082927879022094,47.27821513584682,37.054345286622336,3.4588913881048864,4.844422243079361,2369999872
bert-large_32x32_16_naive_no,536.5082901351306,0.6851103841042032,58.799242486759105,51.819088507671744,117.1569605262912,246.48678059480628,49.43179111091458,11.044872050382653,25580339200
bert-large_32x32_16_reweight_no,505.6981797121009,0.7493131014765525,59.366445152127014,57.460079387742645,127.36949385428915,147.5095238004412,46.719283473734954,10.557585833024005,4689479680
bert-large_32x32_16_elegant_no,281.26529284885953,0.6404263632638114,56.76861928433788,52.31787233936544,90.96558666229248,61.57336172765615,8.298570759442388,9.579590388706752,6181445120
deepspeech_32x32_16_naive_no,357.35599362120337,0.6718100333700374,27.78917915967046,28.62466354759372,42.69293862946179,245.57241614984005,7.588605491482482,4.261240667226363,20664493056
deepspeech_32x32_16_reweight_no,197.12250330010238,1.0731682485463667,31.556927427953603,22.84848690032959,39.3881943761086,66.54273733800771,7.627453122820173,4.5565488387127315,5487612928
deepspeech_32x32_16_elegant_no,161.6261929881816,1.065054718328982,32.90747623054349,33.74353476933071,44.15821900659678,39.32258249788868,4.721258937096109,5.3378611194844146,4142556160
gnmt_32x32_16_naive_no,378.99158195573455,0.7109374416117765,74.87916459842604,64.53606303857298,41.52446620318354,184.01615960257394,8.507536382091288,4.631881811180893,23199643648
gnmt_32x32_16_reweight_no,369.86017957025643,0.6619497221343371,73.216547771376,64.6438404005401,41.95823961374711,153.1374454498291,8.383784975324359,4.590251007858588,4816857600
gnmt_32x32_16_elegant_no,223.72950583088155,0.7230043411254883,78.03999891086501,65.8743868068773,28.240870981800313,41.47485454715028,4.367082985080018,4.676003845370546,4894578176
